Name,Property_Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,35.0 L,Guduvancheri Chennai,875,4000,3,No
Pinnacle CrestSholinganallur Chennai,1 BHK Flat for sale in Sholinganallur Chennai,50.0 L,Pinnacle CrestSholinganallur Chennai,608,8220,2,No
Mahindra Happinest,2 BHK Flat for sale in Avadi Chennai,30.0 L,Avadi Chennai,650,4620,2,Yes
CasaGrand The Address,2 BHK Flat for sale in Karapakkam Chennai,50.0 L,Karapakkam Chennai,561,8910,2,Yes
VGN Varna Bhoomi,2 BHK Villa for sale in Pudupakkam Chennai,65.0 L,Pudupakkam Chennai,1250,5200,3,Yes
BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,2 BHK Flat for sale in Kolapakkam - Vandalur Chennai,40.0 L,BaskaranUnamancheri Kolapakkam Kolapakkam - VandalurChennai,1500,2670,3,No
akshyam appIrandam Kattalai ThandalamChennai,2 BHK Flat for sale in Thandalam Chennai,48.0 L,akshyam appIrandam Kattalai ThandalamChennai,760,6320,2,Yes
Happy Homes Apartment,2 BHK Flat for sale in Ambattur Chennai,65.0 L,Annanur AmbatturChennai,1070,6070,3,Yes
Alliance Jasmine Springs,1 BHK Flat for sale in Kelambakkam Chennai,24.75 L,Kelambakkam Chennai,462,5360,2,No
color avenueCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,40.0 L,color avenueCheran Nagar PerumbakkamChennai,935,4280,3,No
Avighna Abode,2 BHK Flat for sale in Madipakkam Chennai,58.7 L,Balaji Nagar MadipakkamChennai,865,6790,3,No
Yeswanth Nagar MadambakkamChennai,2 BHK Flat for sale in Madambakkam Chennai,40.0 L,Yeswanth Nagar MadambakkamChennai,830,4820,3,No
Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,3 BHK Flat for sale in Kilpauk Chennai,1.45 Cr,Kalanikethan apartments Aspiran Garden Colony KilpaukChennai,1340,10820,3,No
Thangam apartment Kathiravan Colony Anna NagarChennai,3 BHK Flat for sale in Anna Nagar Chennai,1.75 Cr,Thangam apartment Kathiravan Colony Anna NagarChennai,1600,10940,3,Yes
SSPDL Crecent,3 BHK Flat for sale in Kelambakkam Chennai,44.0 L,Kelambakkam Chennai,1237,3560,3,No
Isha Code Field Phase II,2 BHK Villa for sale in Pudupakkam Chennai,57.0 L,Pudupakkam Chennai,979,5820,3,No
 Anugraha Apartments,1 BHK Flat for sale in Iyyappanthangal Chennai,32.0 L,Sendurpuram Extension IyyappanthangalChennai,556,5750,2,No
Chandran Casita,2 BHK Flat for sale in Perumbakkam Chennai,45.0 L,Cheran Nagar PerumbakkamChennai,840,5360,3,Yes
ProvidentCosmo City,3 BHK Flat for sale in Pudupakkam Chennai,41.0 L,Pudupakkam Chennai,1064,3850,3,No
Akarsh flatsAnthony Nagar KolathurChennai,2 BHK Flat for sale in Kolathur Chennai,65.0 L,Akarsh flatsAnthony Nagar KolathurChennai,932,6970,3,No
Jothi towersCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45.0 L,Jothi towersCheran Nagar PerumbakkamChennai,980,4590,3,No
VGN Royale,2 BHK Flat for sale in Avadi Chennai,41.0 L,Avadi Chennai,902,4540,3,No
Lake View Apartment,2 BHK Flat for sale in Ayappakkam Chennai,42.0 L,MGR Puram West AyappakkamChennai,949,4420,3,No
Adayalampet MaduravoyalChennai,3 BHK Flat for sale in Maduravoyal Chennai,77.19 L,Adayalampet MaduravoyalChennai,1245,6200,3,No
Navins Kaushik,3 BHK Flat for sale in West Mambalam Chennai,1.6 Cr,Ramakrishna Puram West MambalamChennai,1269,12610,3,Yes
Ambient Apts,2 BHK Flat for sale in Kolathur Chennai,65.0 L,United Colony KolathurChennai,2220,2930,4,Yes
MP Tilda,1 BHK Flat for sale in Kundrathur Chennai,18.5 L,Kundrathur Chennai,480,3850,2,No
Ashvin ApartmentPoonamallee Chennai,2 BHK Flat for sale in Poonamallee Chennai,53.0 L,Ashvin ApartmentPoonamallee Chennai,900,5890,3,No
Hi Fi Enclave Iyyappanthangal Chennai,3 BHK Flat for sale in Iyyappanthangal Chennai,86.0 L,Hi Fi Enclave Iyyappanthangal Chennai,1350,6370,3,No
Ak berylKamakshi Nagar AnakaputhurChennai,3 BHK Flat for sale in Anakaputhur Chennai,69.99 L,Ak berylKamakshi Nagar AnakaputhurChennai,1238,5650,3,No
Embassy Residency,2 BHK Flat for sale in Perumbakkam Chennai,57.0 L,Cheran Nagar PerumbakkamChennai,1107,5150,3,No
Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,2 BHK Flat for sale in Kil Ayanambakkam Chennai,55.0 L,Sri Sadhan Aynambakkam Agraharam Kil AyanambakkamChennai,908,6060,3,Yes
AVR Coasta,3 BHK Villa for sale in Mogappair Chennai,75.0 L,Mogappair Chennai,1250,6000,3,No
VEMBULI FLATSSambanthanar Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,54.0 L,VEMBULI FLATSSambanthanar Nagar PammalChennai,980,5510,3,Yes
Sri Chakra Flats,2 BHK Flat for sale in KK Nagar Chennai,64.0 L,Bangaru Colony KK NagarChennai,826,7750,3,Yes
Krishna Apartment,2 BHK Flat for sale in Ambattur Chennai,65.0 L,Kalyanapuram AmbatturChennai,840,7740,3,No
NSB HomesSaraswathipuram ChromepetChennai,2 BHK Flat for sale in Chromepet Chennai,45.7 L,NSB HomesSaraswathipuram ChromepetChennai,900,5080,3,No
Akay Flats,2 BHK Flat for sale in Kelambakkam Chennai,35.0 L,Kelambakkam Chennai,690,5070,2,No
Plaza Pristine Acres Phase 2,2 BHK Flat for sale in Perumbakkam Chennai,54.0 L,Nesamani Nagar PerumbakkamChennai,915,5900,3,No
VirutchamCheran Nagar PerumbakkamChennai,2 BHK Flat for sale in Perumbakkam Chennai,45.0 L,VirutchamCheran Nagar PerumbakkamChennai,800,5630,2,Yes
Guna homeDharan Singh Colony VadapalaniChennai,2 BHK Flat for sale in Vadapalani Chennai,1.0 Cr,Guna homeDharan Singh Colony VadapalaniChennai,2400,4170,4,Yes
Jain Sukriti,1 BHK Flat for sale in Ambattur Industrial Estate Chennai,45.0 L,Jeswant Nagar Ambattur Industrial EstateChennai,608,7400,2,Yes
Vigneshwara Nagar TharapakkamChennai,2 BHK Flat for sale in Tharapakkam Chennai,48.0 L,Vigneshwara Nagar TharapakkamChennai,900,5330,3,No
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55.0 L,Adayalampet MaduravoyalChennai,840,6550,3,No
Golden Treasure,2 BHK Flat for sale in Maduravoyal Chennai,66.0 L,Adayalampet MaduravoyalChennai,1040,6350,3,Yes
Ozone Greens,1 BHK Flat for sale in Medavakkam Chennai,28.0 L,VGP Prabhu Nagar MedavakkamChennai,800,3500,4,No
Leelavathi Nagar TharapakkamChennai,2 BHK Villa for sale in Tharapakkam Chennai,68.0 L,Leelavathi Nagar TharapakkamChennai,1050,6480,3,No
SRN Flat,2 BHK Flat for sale in Kodambakkam Chennai,96.0 L,Viswanatha Puram KodambakkamChennai,900,10670,3,Yes
Sterling Bhandari,2 BHK Flat for sale in Kattupakkam Chennai,80.0 L,Goparasanallur KattupakkamChennai,941,8500,3,No
JC shelters Perungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,40.0 L,JC shelters Perungalathur Chennai,822,4870,3,Yes
Varadharajapuram Chennai,3 BHK Flat for sale in Varadharajapuram Chennai,50.0 L,Varadharajapuram Chennai,1200,4170,3,Yes
Blossom Apartment,2 BHK Flat for sale in St Thomas Mount Chennai,57.0 L,Parangi Malai St Thomas MountChennai,874,6520,3,No
Annai Arul Park View ApartmentRajakilpakkam Chennai,2 BHK Flat for sale in Rajakilpakkam Chennai,84.0 L,Annai Arul Park View ApartmentRajakilpakkam Chennai,1000,8400,3,No
Saradeuz Acropolis,3 BHK Flat for sale in Sithalapakkam Chennai,56.0 L,Arasankazhani SithalapakkamChennai,1129,4960,3,Yes
 Saideep Residency,2 BHK Flat for sale in Koyambedu Chennai,65.0 L,Virrugambakkam KoyambeduChennai,920,7070,3,Yes
Madambakkam Chennai,2 BHK Flat for sale in Madambakkam Chennai,40.0 L,Madambakkam Chennai,773,5170,2,Yes
Optima Upgrade,2 BHK Flat for sale in Avadi Chennai,45.0 L,Avadi Chennai,915,4920,3,Yes
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,56.0 L,Adayalampet MaduravoyalChennai,840,6670,3,No
Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2 BHK Flat for sale in Pozhichalur Chennai,33.0 L,Ananthamaya apartmentBhavani Nagar PozhichalurChennai,2400,1380,4,Yes
Sudharshan Homes,2 BHK Flat for sale in Velachery Chennai,1.04 Cr,Periyar Nagar VelacheryChennai,1152,9000,3,No
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,1.05 Cr,Manthope Colony Ashok NagarChennai,960,10940,3,Yes
Manthope Colony Ashok NagarChennai,2 BHK Flat for sale in Ashok Nagar Chennai,1.05 Cr,Manthope Colony Ashok NagarChennai,960,10940,3,Yes
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55.0 L,Adayalampet MaduravoyalChennai,855,6430,3,No
Adithi Homes,2 BHK Flat for sale in Maduravoyal Chennai,55.0 L,Adayalampet MaduravoyalChennai,890,6180,3,Yes
Krishna Flats,2 BHK Flat for sale in Virugambakkam Chennai,1.15 Cr,Natesa Nagar VirugambakkamChennai,1365,8420,3,No
Yesodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33.33 L,Yesodha CourtVandalur R.F. Chennai,1010,3300,3,Yes
Vijay Raja Classic,3 BHK Villa for sale in Kolapakkam - Vandalur Chennai,1.1 Cr,Unamancheri Kolapakkam Kolapakkam - VandalurChennai,1734,6340,3,Yes
English countyVengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,86.0 L,English countyVengambakkam Chennai,1645,5230,3,Yes
Vengambakkam Chennai,3 BHK Villa for sale in Vengambakkam Chennai,93.0 L,Vengambakkam Chennai,1850,5030,3,Yes
ASK DREAM HOMES Mudichur Chennai,2 BHK Flat for sale in Mudichur Chennai,33.0 L,ASK DREAM HOMES Mudichur Chennai,830,3980,3,No
Newry Triton,3 BHK Flat for sale in Avadi Chennai,68.0 L,Avadi Chennai,1403,4850,3,Yes
Gowri GardenKanathur UthandiChennai,2 BHK Flat for sale in Uthandi Chennai,49.0 L,Gowri GardenKanathur UthandiChennai,965,5080,3,No
Duraisamy Nagar KotturpuramChennai,3 BHK Flat for sale in Kotturpuram Chennai,2.4 Cr,Duraisamy Nagar KotturpuramChennai,1840,13040,3,Yes
 Signet Shalom,2 BHK Flat for sale in Kodambakkam Chennai,85.0 L,Shakthi Nagar KodambakkamChennai,916,9280,3,No
Guduvancheri Chennai,2 BHK Flat for sale in Guduvancheri Chennai,29.0 L,Guduvancheri Chennai,814,3560,3,No
HI FI EnclaveVGN Nagar IyyappanthangalChennai,3 BHK Flat for sale in Iyyappanthangal Chennai,98.91 L,HI FI EnclaveVGN Nagar IyyappanthangalChennai,1350,7330,3,No
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,51.11 L,Thandalam Chennai,911,5610,3,No
AlangarTambaram East Chennai,2 BHK Flat for sale in Tambaram East Chennai,99.0 L,AlangarTambaram East Chennai,905,10940,3,Yes
Sai Empire Villas,2 BHK Flat for sale in Karanai Puthuchery Chennai,35.0 L,Karanai Puthuchery Chennai,850,4120,3,No
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,46.0 L,Maraimalai Nagar Chennai,1200,3830,3,Yes
Ashwanth Vedas,2 BHK Flat for sale in Kolathur Chennai,74.0 L,Lakshmipuram KolathurChennai,1150,6430,3,Yes
 Ganpati Pearl by Om Access Realty Pvt. Ltd,2 BHK Flat for sale in Medavakkam Chennai,75.0 L,Vengaivasal MedavakkamChennai,1000,7500,3,No
SBN Sree Bhoomi Neela Enclave,2 BHK Flat for sale in Siruseri Chennai,45.0 L,Siruseri Chennai,830,5420,3,No
Narmada Apartment,2 BHK Flat for sale in Anna Nagar Chennai,89.0 L,Anna Nagar Chennai,857,10380,3,Yes
Siddharth Sriyaji apartmentsChoolai Chennai,2 BHK Flat for sale in Choolai Chennai,1.0 Cr,Siddharth Sriyaji apartmentsChoolai Chennai,1150,8700,3,No
Srikaram Shubhadhi,2 BHK Flat for sale in Senganmal Chennai,42.0 L,Senganmal Chennai,1060,3960,3,Yes
Karunakaran EnclaveJagannathan Colony PeramburChennai,2 BHK Flat for sale in Perambur Chennai,1.2 Cr,Karunakaran EnclaveJagannathan Colony PeramburChennai,944,12710,3,No
Vaikund Sundaram by Vaikund Estates,2 BHK Flat for sale in Karapakkam Chennai,70.0 L,Karapakkam Chennai,1240,5640,3,No
CasaGrand Castle,2 BHK Flat for sale in Kolapakkam Chennai,85.0 L,Dharmarajapuram KolapakkamChennai,941,9030,3,No
AquasphereSemmanjeri SemmancheriChennai,2 BHK Flat for sale in Semmancheri Chennai,54.0 L,AquasphereSemmanjeri SemmancheriChennai,1150,4700,3,Yes
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31.0 L,Mambakkam-Chengalpattu  Chennai,625,4960,2,Yes
CTO colony Tambaram Mount West TambaramChennai,2 BHK Villa for sale in West Tambaram Chennai,75.0 L,CTO colony Tambaram Mount West TambaramChennai,1200,6250,3,No
The Nest Njoy,2 BHK Flat for sale in Kanathur Reddikuppam Chennai,47.0 L,Kanathur Reddikuppam Chennai,710,6620,2,Yes
Viswak Meadow Lands,2 BHK Flat for sale in Maduravoyal Chennai,78.0 L,Alapakkam MaduravoyalChennai,801,9740,3,No
Panchayat Colony PammalChennai,2 BHK Flat for sale in Pammal Chennai,65.0 L,Panchayat Colony PammalChennai,850,7650,3,Yes
Arjunamedu ThiruverkkaduChennai,6 BHK Villa for sale in Thiruverkkadu Chennai,1.7 Cr,Arjunamedu ThiruverkkaduChennai,2800,6070,4,Yes
Arun Excello Compact Homes Sankara,2 BHK Flat for sale in Mambakkam-Chengalpattu  Chennai,31.25 L,Mambakkam-Chengalpattu  Chennai,625,5000,2,No
VGN Coasta,3 BHK Flat for sale in Muttukadu Chennai,1.3 Cr,Muttukadu Chennai,1540,8440,3,No
Pranav FoundationsGirigori Nagar ManapakkamChennai,3 BHK Flat for sale in Manapakkam Chennai,70.0 L,Pranav FoundationsGirigori Nagar ManapakkamChennai,1365,5130,3,Yes
R D AppartmentKamakshi Nagar AnakaputhurChennai,2 BHK Flat for sale in Anakaputhur Chennai,64.0 L,R D AppartmentKamakshi Nagar AnakaputhurChennai,1250,5120,3,Yes
VOC Nagar PammalChennai,2 BHK Flat for sale in Pammal Chennai,52.0 L,VOC Nagar PammalChennai,840,6190,3,No
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,21.0 L,Perumanttunallur Chennai,486,4320,2,Yes
Radiance Ivy Terrace,2 BHK Flat for sale in Egattur Chennai,76.0 L,Egattur Chennai,1439,5280,3,No
Kamaraj Nagar PerungudiChennai,2 BHK Flat for sale in Perungudi Chennai,70.0 L,Kamaraj Nagar PerungudiChennai,1080,6480,3,No
Jain Jains Anumita,2 BHK Flat for sale in Perungudi Chennai,72.0 L,Tirumala Nagar Annexe PerungudiChennai,1105,6510,3,Yes
Hansa Pearl,3 BHK Flat for sale in Bharathi Nagar Chennai,72.0 L,Bharathi Nagar Chennai,1309,5500,3,Yes
VGN Platina,2 BHK Flat for sale in Ayappakkam Chennai,40.0 L,MGR Nagar AyappakkamChennai,777,5150,2,Yes
Royal nest apartment chrompet Thiruneermalai Chennai,2 BHK Flat for sale in Thiruneermalai Chennai,75.0 L,Royal nest apartment chrompet Thiruneermalai Chennai,1640,4570,3,Yes
Casa Grande Miro,2 BHK Flat for sale in Adhanur Chennai,55.0 L,Adhanur Chennai,917,6000,3,Yes
Own building Ramakrishna Puram West MambalamChennai,8 BHK Flat for sale in West Mambalam Chennai,4.5 Cr,Own building Ramakrishna Puram West MambalamChennai,3700,12160,3,Yes
XS Real En Veedu,1 BHK Flat for sale in Perumanttunallur Chennai,20.5 L,Perumanttunallur Chennai,486,4220,2,No
DABC Freesia Garden,2 BHK Flat for sale in Ponmar Chennai,28.0 L,Ponmar Chennai,659,4250,2,No
Yasodha CourtVandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,33.33 L,Yasodha CourtVandalur R.F. Chennai,1010,3300,3,Yes
ORAGADAMGandhi Nagar Oragadam AmbatturChennai,3 BHK Flat for sale in Oragadam Ambattur Chennai,80.0 L,ORAGADAMGandhi Nagar Oragadam AmbatturChennai,1859,4300,3,Yes
Ganesh,2 BHK Flat for sale in Chembarambakkam Chennai,34.0 L,Chembarambakkam Chennai,1042,3260,3,No
DSP ICONSithalapakkam Chennai,1 BHK Flat for sale in Sithalapakkam Chennai,28.0 L,DSP ICONSithalapakkam Chennai,502,5580,2,No
Amarprakash Temple Waves,3 BHK Flat for sale in Thandalam Chennai,41.0 L,Thandalam Chennai,1050,3900,3,Yes
Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,2 BHK Flat for sale in Vandalur R.F. Chennai,34.0 L,Evergreen Royal Bloom Apartments Vandalur R.F. Chennai,827,4110,3,No
Lakshmipuram ChromepetChennai,2 BHK Independent House for sale in Chromepet Chennai,70.0 L,Lakshmipuram ChromepetChennai,750,9330,2,Yes
Asset ATH Sigma by Asset Tree Homes,3 BHK Flat for sale in Anna Nagar West Chennai,95.0 L,Thirumangalam Anna Nagar WestChennai,1100,8640,3,Yes
Hananya HomesKelambakkam Chennai,2 BHK Flat for sale in Kelambakkam Chennai,42.0 L,Hananya HomesKelambakkam Chennai,873,4810,3,No
SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,3 BHK Flat for sale in Medavakkam Chennai,57.0 L,SUBHA FLATS MEDAVAKKAMRanganathapuram MedavakkamChennai,1035,5510,3,No
VGN Imperia,2 BHK Flat for sale in Thiruverkkadu Chennai,55.0 L,Rani Anna Nagar ThiruverkkaduChennai,1066,5160,3,Yes
MM M M Manhattan by M. M Corporation Builders and Developers,3 BHK Flat for sale in Jalladian Pet Chennai,65.0 L,Sai Ganesh Nagar Jalladian PetChennai,1207,5380,3,No
Dream Veppampattu Villas,2 BHK Villa for sale in Veppampattu Chennai,39.0 L,Veppampattu Chennai,999,3900,3,Yes
KK Nagar MangaduChennai,2 BHK Independent House for sale in Mangadu Chennai,73.0 L,KK Nagar MangaduChennai,1200,6080,3,Yes
Dream Veppampattu Villas,1 BHK Independent House for sale in Veppampattu Chennai,27.0 L,Veppampattu Chennai,680,3970,2,No
Kala Flats,2 BHK Flat for sale in KK Nagar Chennai,95.0 L,Bharathidasan Colony KK NagarChennai,831,11430,3,No
Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,3 BHK Flat for sale in Madipakkam Chennai,99.0 L,Dev appartments puzuthivakkam Puzhuthivakkam MadipakkamChennai,1000,9900,3,Yes
JS Guduvancherry KJ Nagar,3 BHK Flat for sale in Madambakkam Chennai,34.4 L,Madambakkam Chennai,693,4960,2,Yes
Padhuvancherry MadambakkamChennai,2 BHK Flat for sale in Madambakkam Chennai,42.0 L,Padhuvancherry MadambakkamChennai,832,5050,3,No
PS Nexterra ,3 BHK Flat for sale in Sithalapakkam Chennai,75.0 L,Arasankazhani SithalapakkamChennai,1405,5340,3,No
Brics ambatturVivek Nagar AmbatturChennai,2 BHK Flat for sale in Ambattur Chennai,51.0 L,Brics ambatturVivek Nagar AmbatturChennai,865,5890,3,No
Janaki FlatsPerungalathur Chennai,2 BHK Flat for sale in Perungalathur Chennai,70.0 L,Janaki FlatsPerungalathur Chennai,936,7480,3,No
Natesan Nagar MadhavaramChennai,2 BHK Villa for sale in Madhavaram Chennai,47.0 L,Natesan Nagar MadhavaramChennai,1100,4270,3,Yes
Appaswamy Mapleton,3 BHK Flat for sale in Pallikaranai Chennai,90.0 L,Pallikaranai Chennai,1346,6690,3,Yes
Mahalakshmi Subramani Apartments,2 BHK Flat for sale in Saidapet Chennai,60.0 L,Suriyammapet SaidapetChennai,700,8570,2,No
Balaji Nagar PerungalathurChennai,2 BHK Flat for sale in Perungalathur Chennai,45.0 L,Balaji Nagar PerungalathurChennai,834,5390,3,No
Viva City,2 BHK Flat for sale in Iyyapa Nagar Chennai,28.5 L,Iyyapa Nagar Chennai,619,4600,2,No
Maraimalai Nagar Chennai,2 BHK Villa for sale in Maraimalai Nagar Chennai,36.0 L,Maraimalai Nagar Chennai,800,4500,5,No
Tulip Apartment,2 BHK Flat for sale in Nungambakkam Chennai,1.35 Cr,Kamdar Nagar NungambakkamChennai,1150,11740,3,No
Visoka Aakaash,2 BHK Flat for sale in Pozhichalur Chennai,39.0 L,Agastheeswarar Nagar PozhichalurChennai,898,4340,3,No
S Promoters Avadi,2 BHK Flat for sale in Avadi Chennai,38.0 L,Avadi Chennai,700,5430,2,Yes
Man Pearl Reside,3 BHK Flat for sale in Choolaimedu Chennai,1.1 Cr,Thiruvenkatapuram ChoolaimeduChennai,1260,8730,3,Yes
VGN Dynasty,2 BHK Flat for sale in Avadi Chennai,30.0 L,Avadi Chennai,735,4080,2,No
Parthasarathy Puram T NagarChennai,2 BHK Flat for sale in T Nagar Chennai,1.15 Cr,Parthasarathy Puram T NagarChennai,990,11620,3,Yes
Thirumangalam Anna Nagar WestChennai,2 BHK Flat for sale in Anna Nagar West Chennai,1.07 Cr,Thirumangalam Anna Nagar WestChennai,890,12020,3,Yes
Thirumangalam Anna Nagar WestChennai,2 BHK Flat for sale in Anna Nagar West Chennai,1.07 Cr,Thirumangalam Anna Nagar WestChennai,890,12020,3,No
Casagrand Bellissimo,2 BHK Flat for sale in Pazhavanthangal Chennai,73.3 L,Kannan Colony PazhavanthangalChennai,595,12320,2,Yes
ShiradiShakthi Nagar KodambakkamChennai,2 BHK Flat for sale in Kodambakkam Chennai,1.2 Cr,ShiradiShakthi Nagar KodambakkamChennai,1170,10260,3,No
 Sembakkam Village,2 BHK Flat for sale in Sembakkam Chennai,53.0 L,Sadasivam Nagar SembakkamChennai,913,5800,3,No
Suyambu Ganapathi ApartmentCIT Nagar Chennai,2 BHK Flat for sale in CIT Nagar Chennai,1.94 Cr,Suyambu Ganapathi ApartmentCIT Nagar Chennai,1300,14920,3,No
Macro Marvel Projects Builders Riverview County Phase I,2 BHK Flat for sale in Kilpauk Chennai,58.0 L,Kilpauk Chennai,970,5980,3,Yes
Guru Royal Palace Apartments,2 BHK Flat for sale in Madipakkam Chennai,59.5 L,Vanuvampet MadipakkamChennai,755,7880,2,No
 Selaiyur,2 BHK Flat for sale in Selaiyur Chennai,45.0 L,Selaiyur Chennai,840,5360,3,No
Murugan Nagar KolathurChennai,2 BHK Flat for sale in Kolathur Chennai,40.0 L,Murugan Nagar KolathurChennai,656,6100,2,Yes
Korattur Tank KoratturChennai,2 BHK Flat for sale in Korattur Chennai,38.0 L,Korattur Tank KoratturChennai,656,5790,2,Yes
Dream Veppampattu Villas,2 BHK Villa for sale in Veppampattu Chennai,39.0 L,Veppampattu Chennai,950,4110,3,No
Happy Homes NangallurI Cross Extension NanganallurChennai,2 BHK Flat for sale in Nanganallur Chennai,67.74 L,Happy Homes NangallurI Cross Extension NanganallurChennai,650,10420,2,Yes
Jaya Jayaswathy Prasanna Lakshmi Flats,2 BHK Flat for sale in Villivakkam Chennai,59.0 L,Rajaji Nagar VillivakkamChennai,778,7580,2,Yes
Akshaya Level Up,3 BHK Flat for sale in Nungambakkam Chennai,4.7 Cr,Nungambakkam Chennai,2700,17410,4,Yes
Kamaraj Nagar ChoolaimeduChennai,3 BHK Independent House for sale in Choolaimedu Chennai,7.0 Cr,Kamaraj Nagar ChoolaimeduChennai,7094,9870,1,Yes
Bhuvana enclaveSadasivam Nagar MadipakkamChennai,2 BHK Flat for sale in Madipakkam Chennai,48.0 L,Bhuvana enclaveSadasivam Nagar MadipakkamChennai,920,5220,3,Yes
Prashanthi avanue AyapakkamTeachers Colony AmbatturChennai,2 BHK Villa for sale in Ambattur Chennai,62.0 L,Prashanthi avanue AyapakkamTeachers Colony AmbatturChennai,1075,5770,3,Yes
KG Royal Palm Kilpauk,6 BHK Independent House for sale in Kilpauk Chennai,2.5 Cr,Aspiran Garden Colony KilpaukChennai,2500,10000,4,Yes
