Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City,Price_Growth
Sumuka Residency,3 BHK Flat for sale in Akshayanagar Bangalore,110,Akshayanagara East AkshayanagarBangalore,1530,7190,3,0,3 BHK,Bangalore,102.3
Sumuka Residency,2 BHK Flat for sale in Akshayanagar Bangalore,80,Akshayanagara East AkshayanagarBangalore,1000,8000,3,1,2 BHK,Bangalore,74.4
Sumukha Greenville,2 BHK Flat for sale in Bilekahalli Bangalore,80,Sundar Ram Shetty Nagar BilekahalliBangalore,1160,6900,3,0,2 BHK,Bangalore,74.4
Appaswamy Springs,3 BHK Flat for sale in Rajajinagar Bangalore,170,Siddaramana Dinne RajajinagarBangalore,1326,12820,3,0,3 BHK,Bangalore,158.1
Icon Honey Pool by Iconhomz,2 BHK Flat for sale in Bommasandra Bangalore,36,Kachanayakanahalli BommasandraBangalore,827,4350,3,1,2 BHK,Bangalore,33.48
Sri Lakshmi residentialKanka Nagar Kumaraswamy LayoutBangalore,2 BHK Flat for sale in Kumaraswamy Layout Bangalore,57,Sri Lakshmi residentialKanka Nagar Kumaraswamy LayoutBangalore,950,6000,3,0,2 BHK,Bangalore,53.01
Inasappa Layout KammanahalliBangalore,2 BHK Flat for sale in Kammanahalli Bangalore,75,Inasappa Layout KammanahalliBangalore,1050,7140,3,1,2 BHK,Bangalore,69.75
SLV Greencity,2 BHK Flat for sale in Chokkanahalli Bangalore,59,Chokkanahalli Bangalore,1015,5810,3,0,2 BHK,Bangalore,54.87
Yelahanka Bangalore,2 BHK Flat for sale in Yelahanka Bangalore,58,Yelahanka Bangalore,1280,4530,3,1,2 BHK,Bangalore,53.94
M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,2 BHK Flat for sale in Ramamurthy Nagar Bangalore,70,M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,1200,5830,3,0,2 BHK,Bangalore,65.1
Route 154Rachenahalli JakkurBangalore,2 BHK Flat for sale in Jakkur Bangalore,58,Route 154Rachenahalli JakkurBangalore,1220,4750,3,1,2 BHK,Bangalore,53.94
Unique Concord,2 BHK Flat for sale in Devinagar Bangalore,68,Tatanagar DevinagarBangalore,1161,5860,3,0,2 BHK,Bangalore,63.24
ATLANTIS LIBERTY SQUARE Raghuvanahalli Bangalore City Municipal Corporation LayoutBangalore,3 BHK Flat for sale in Bangalore City Municipal Corporation Layout Bangalore,130,ATLANTIS LIBERTY SQUARE Raghuvanahalli Bangalore City Municipal Corporation LayoutBangalore,1915,6790,3,1,3 BHK,Bangalore,120.9
Kristal Tiara,4 BHK Villa for sale in Bellandur Bangalore,300,Bellandur Bangalore,2125,14120,4,1,4 BHK,Bangalore,279
Kasavanahalli Bangalore,2 BHK Flat for sale in Kasavanahalli Bangalore,77,Kasavanahalli Bangalore,1229,6260,3,1,2 BHK,Bangalore,71.61
Bhavana Residency,2 BHK Flat for sale in Horamavu Bangalore,50,Horamavu Agara HoramavuBangalore,1160,4310,3,0,2 BHK,Bangalore,46.5
Devasthanagalu VarthurBangalore,2 BHK Flat for sale in Varthur Bangalore,74,Devasthanagalu VarthurBangalore,1174,6300,3,0,2 BHK,Bangalore,68.82
Sai Sunshine,2 BHK Flat for sale in Whitefield Bangalore,63,Dodsworth Layout WhitefieldBangalore,1135,5550,3,0,2 BHK,Bangalore,58.59
Belur Nagasandra BellandurBangalore,2 BHK Flat for sale in Bellandur Bangalore,74,Belur Nagasandra BellandurBangalore,1174,6300,3,1,2 BHK,Bangalore,68.82
Bhavana Residency,2 BHK Flat for sale in Horamavu Bangalore,52,Horamavu Agara HoramavuBangalore,1160,4480,3,1,2 BHK,Bangalore,48.36
Samvriddhi Gardenia,3 BHK Flat for sale in Sahakara Nagar Bangalore,95,Sahakara Nagar Bangalore,1700,5590,3,1,3 BHK,Bangalore,88.35
Sai Sunshine,2 BHK Flat for sale in Whitefield Bangalore,63,Dodsworth Layout WhitefieldBangalore,1135,5550,3,1,2 BHK,Bangalore,58.59
Bhartiya City Nikoo HomeP&T Layout ThanisandraBangalore,1 BHK Flat for sale in Thanisandra Bangalore,51,Bhartiya City Nikoo HomeP&T Layout ThanisandraBangalore,760,6710,2,0,1 BHK,Bangalore,47.43
Sashank Advaith by Sashank Constructions,3 BHK Flat for sale in Choodasandra Bangalore,120,Choodasandra Bangalore,1650,7270,3,1,3 BHK,Bangalore,111.6
Lakven Amravati Square Industrial Area HoodiBangalore,2 BHK Flat for sale in Hoodi Bangalore,70,Lakven Amravati Square Industrial Area HoodiBangalore,1381,5070,3,1,2 BHK,Bangalore,65.1
DS Max Saffron Annaiah Reddy Layout Dodda BanaswadiBangalore,3 BHK Flat for sale in Dodda Banaswadi Bangalore,95,DS Max Saffron Annaiah Reddy Layout Dodda BanaswadiBangalore,1300,7310,3,0,3 BHK,Bangalore,88.35
LMP Pearl TuscanySomasundarapalya Bangalore,2 BHK Flat for sale in Somasundarapalya Bangalore,55,LMP Pearl TuscanySomasundarapalya Bangalore,960,5730,3,1,2 BHK,Bangalore,51.15
i1 Tulasi Premier,2 BHK Flat for sale in Volagerekallahalli Bangalore,60,Volagerekallahalli Bangalore,1200,5000,3,0,2 BHK,Bangalore,55.8
Shriram Surabhi,2 BHK Flat for sale in Mallasandra Bangalore,63,Mallasandra Bangalore,924,6820,3,0,2 BHK,Bangalore,58.59
Krishna Wilson Vintage by Sai Krishna Constructions,3 BHK Flat for sale in Wilson Garden Bangalore,185,Chinnayanpalya Wilson GardenBangalore,3000,6170,2,1,3 BHK,Bangalore,172.05
Arvind Skylands,2 BHK Flat for sale in Nehru Nagar Bangalore,90,Nehru Nagar Bangalore,1200,7500,3,1,2 BHK,Bangalore,83.7
Anvitha Delight,2 BHK Flat for sale in Aavalahalli Bangalore,43,Virgonagar Industrial Estate AavalahalliBangalore,1140,3810,3,0,2 BHK,Bangalore,39.99
SNN Raj Serenity,2 BHK Flat for sale in Akshayanagar Bangalore,63,Yelenahalli AkshayanagarBangalore,905,6960,3,1,2 BHK,Bangalore,58.59
Mahaveer Orchids,2 BHK Flat for sale in Choodasandra Bangalore,36,Choodasandra Bangalore,725,4960,2,1,2 BHK,Bangalore,33.48
Sowparnika Tharangini,3 BHK Flat for sale in Ittangur Bangalore,70,Ittangur Bangalore,1322,5290,3,1,3 BHK,Bangalore,65.1
Sowparnika Sai Krishna,2 BHK Flat for sale in Kada Agrahara Bangalore,60,Kada Agrahara Bangalore,926,6480,3,1,2 BHK,Bangalore,55.8
Midtown Opulent,2 BHK Flat for sale in Sorahunase Bangalore,62,Sorahunase Bangalore,1140,5440,3,1,2 BHK,Bangalore,57.66
Suraksha Sunflower by Suraksha Properties,2 BHK Flat for sale in Bilekahalli Bangalore,65,Sundar Ram Shetty Nagar BilekahalliBangalore,1100,5910,3,0,2 BHK,Bangalore,60.45
Anjanapura Township Bangalore,2 BHK Flat for sale in Anjanapura Township Bangalore,45,Anjanapura Township Bangalore,1180,3810,3,1,2 BHK,Bangalore,41.85
ascent apartmentTatanagar DevinagarBangalore,2 BHK Flat for sale in Devinagar Bangalore,79,ascent apartmentTatanagar DevinagarBangalore,1307,6040,3,0,2 BHK,Bangalore,73.47
Puravankara Purva Highlands by Puravankara Limited,2 BHK Flat for sale in Lingadheeranahalli Bangalore,77,Lingadheeranahalli Bangalore,1340,5750,3,0,2 BHK,Bangalore,71.61
M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,2 BHK Flat for sale in Ramamurthy Nagar Bangalore,85,M Vishveshvaraiah Nagar Ramamurthy NagarBangalore,1200,7080,3,0,2 BHK,Bangalore,79.05
SLS Sunflower,2 BHK Flat for sale in Bhoganhalli Bangalore,75,Bhoganhalli Bangalore,1070,7010,3,0,2 BHK,Bangalore,69.75
Akshaya Vana AkshayanagarBangalore,4 BHK Villa for sale in Akshayanagar Bangalore,265,Akshaya Vana AkshayanagarBangalore,3000,8830,6,1,4 BHK,Bangalore,246.45
Wise Golden Rays by Wise Builders and Developers,3 BHK Flat for sale in Devarachikkana Halli Bangalore,150,Devarachikkana Halli Bangalore,1575,9520,3,1,3 BHK,Bangalore,139.5
Sowparnika Sanvi,2 BHK Flat for sale in Whitefield Bangalore,69,Vijay Nagar WhitefieldBangalore,1116,6180,3,1,2 BHK,Bangalore,64.17
Chamundi Nagar HebbalBangalore,3 BHK Flat for sale in Hebbal Bangalore,85,Chamundi Nagar HebbalBangalore,1550,5480,3,0,3 BHK,Bangalore,79.05
Wise Golden Rays by Wise Builders and Developers,3 BHK Flat for sale in Devarachikkana Halli Bangalore,150,Devarachikkana Halli Bangalore,1575,9520,3,0,3 BHK,Bangalore,139.5
Vakil Whispering Woods Residences,2 BHK Flat for sale in Thirumagondanahalli Bangalore,38,Thirumagondanahalli Bangalore,871,4360,3,0,2 BHK,Bangalore,35.34
Puravankara Purva Highlands,2 BHK Flat for sale in Vakil Garden City Bangalore,80,Vakil Garden City Bangalore,1340,5970,3,0,2 BHK,Bangalore,74.4
Paras Manyata Apartment,3 BHK Flat for sale in Thanisandra Bangalore,110,Manayata Tech Park ThanisandraBangalore,1665,6610,3,1,3 BHK,Bangalore,102.3
Abhee Nakshatra,3 BHK Flat for sale in Mullur Bangalore,92,Mullur Bangalore,1474,6240,3,1,3 BHK,Bangalore,85.56
Sai Purvi Symphony,2 BHK Flat for sale in Thippasandra Bangalore,150,Thippasandra Bangalore,1285,11670,3,1,2 BHK,Bangalore,139.5
NR Windgates,3 BHK Flat for sale in Chokkanahalli Bangalore,95,Chokkanahalli Bangalore,1422,6680,3,1,3 BHK,Bangalore,88.35
Golden Pearl,3 BHK Villa for sale in Attibele Bangalore,137,Attibele Bangalore,2345,5840,4,1,3 BHK,Bangalore,127.41
Aster parkSelf Financed Society 208 Colony Yelahanka New TownBangalore,3 BHK Flat for sale in Yelahanka New Town Bangalore,110,Aster parkSelf Financed Society 208 Colony Yelahanka New TownBangalore,1577,6970,3,1,3 BHK,Bangalore,102.3
Pearlite Lakeside,2 BHK Flat for sale in Parappana Agrahara Bangalore,65,Sai Meadows Parappana AgraharaBangalore,1233,5270,3,1,2 BHK,Bangalore,60.45
Mantri Splendor by Mantri Developers,3 BHK Flat for sale in Hennur Bangalore,115,Vadarpalya HennurBangalore,1575,7300,3,0,3 BHK,Bangalore,106.95
Mahaveer Calyx,3 BHK Flat for sale in Bommanahalli Bangalore,80,Addischetan Layout BommanahalliBangalore,1430,5590,3,1,3 BHK,Bangalore,74.4
Vijaya Vijay Mansion,2 BHK Flat for sale in Mahadevapura Bangalore,63,Pai Layout MahadevapuraBangalore,1467,4290,3,0,2 BHK,Bangalore,58.59
Vijaya Vijay Mansion,2 BHK Flat for sale in Mahadevapura Bangalore,63,Pai Layout MahadevapuraBangalore,1467,4290,3,0,2 BHK,Bangalore,58.59
Shree Tirumala Sunidhi Desire,2 BHK Flat for sale in Devarachikkana Halli Bangalore,60,Devarachikkana Halli Bangalore,1084,5540,3,1,2 BHK,Bangalore,55.8
Aratt Premier,2 BHK Flat for sale in Hoodi Bangalore,82,Seetharampalya HoodiBangalore,1102,7440,3,0,2 BHK,Bangalore,76.26
Sri Sai samruddi enclave,2 BHK Flat for sale in Mahadevapura Bangalore,80,B Narayanapura MahadevapuraBangalore,1160,6900,3,1,2 BHK,Bangalore,74.4
Sobha Amber by Sobha Limited,3 BHK Flat for sale in Jakkur Bangalore,140,Rachenahalli JakkurBangalore,1900,7370,3,1,3 BHK,Bangalore,130.2
Sundar Ram Shetty Nagar BilekahalliBangalore,4 BHK Villa for sale in Bilekahalli Bangalore,400,Sundar Ram Shetty Nagar BilekahalliBangalore,2350,17020,4,1,4 BHK,Bangalore,372
Century Breeze,2 BHK Flat for sale in Jakkur Bangalore,130,Rachenahalli JakkurBangalore,1400,9290,3,1,2 BHK,Bangalore,120.9
Accent Ashelar by Accent Homez,2 BHK Flat for sale in Chikkanagamangala Bangalore,65,Chikkanagamangala Bangalore,1650,3940,3,1,2 BHK,Bangalore,60.45
Marvel Shine,2 BHK Flat for sale in Hebbal Kempapura Bangalore,60,Mariyannapalya Hebbal KempapuraBangalore,1200,5000,3,0,2 BHK,Bangalore,55.8
Prakruthi Krishna Apartments,3 BHK Flat for sale in Vidyaranyapura Bangalore,75,Vaishnavi Layout VidyaranyapuraBangalore,1621,4630,3,1,3 BHK,Bangalore,69.75
DS Max Signature,2 BHK Flat for sale in Devinagar Bangalore,74,Devinagar Bangalore,1241,5960,3,0,2 BHK,Bangalore,68.82
Hoodi Bangalore,3 BHK Flat for sale in Hoodi Bangalore,90,Hoodi Bangalore,1730,5200,3,1,3 BHK,Bangalore,83.7
GD Layout VidyaranyapuraBangalore,3 BHK Flat for sale in Vidyaranyapura Bangalore,76,GD Layout VidyaranyapuraBangalore,1460,5210,3,1,3 BHK,Bangalore,70.68
TG Lakevista apartmentAECS C Block BegurBangalore,2 BHK Flat for sale in Begur Bangalore,58,TG Lakevista apartmentAECS C Block BegurBangalore,1227,4730,3,1,2 BHK,Bangalore,53.94
Aswani Aaeesha,2 BHK Flat for sale in Rayasandra Bangalore,45,Konappana Agrahara RayasandraBangalore,545,8260,2,1,2 BHK,Bangalore,41.85
Artha Citrine by Artha Property,1 BHK Flat for sale in Attibele Bangalore,25,Attibele Bangalore,500,5000,2,1,1 BHK,Bangalore,23.25
Kothanur Bangalore,2 BHK Flat for sale in Kothanur Bangalore,110,Kothanur Bangalore,1740,6320,3,1,2 BHK,Bangalore,102.3
Sarjapur Road Kasavanahalli Bangalore,2 BHK Flat for sale in Kasavanahalli Bangalore,78,Sarjapur Road Kasavanahalli Bangalore,1225,6370,3,1,2 BHK,Bangalore,72.54
Siri desire Poornapragna Housing Society L KodipurBangalore,3 BHK Flat for sale in Kodipur Bangalore,60,Siri desire Poornapragna Housing Society L KodipurBangalore,1350,4440,3,1,3 BHK,Bangalore,55.8
Vensa Residency,3 BHK Flat for sale in Singasandra Bangalore,96,Aishwarya Crystal Layout SingasandraBangalore,1710,5610,3,1,3 BHK,Bangalore,89.28
Jahnvi Meadows Akshaya Vana AkshayanagarBangalore,3 BHK Flat for sale in Akshayanagar Bangalore,52,Jahnvi Meadows Akshaya Vana AkshayanagarBangalore,1500,3470,3,0,3 BHK,Bangalore,48.36
Plama Heights,3 BHK Flat for sale in HBR Layout Bangalore,120,Punappa Layout HBR LayoutBangalore,1800,6670,3,1,3 BHK,Bangalore,111.6
Fortuna Acacia,2 BHK Flat for sale in Sahakara Nagar Bangalore,82,Sahakara Nagar Bangalore,1100,7450,3,1,2 BHK,Bangalore,76.26
Kumar Princetown,2 BHK Flat for sale in Jalahalli West Bangalore,71,Shetty Halli Jalahalli WestBangalore,1080,6570,3,0,2 BHK,Bangalore,66.03
Shreedevi Devin Indra Paradise,2 BHK Flat for sale in Chokkanahalli Bangalore,64,Devin Paradise Enclave ChokkanahalliBangalore,1140,5610,3,0,2 BHK,Bangalore,59.52
Godrej Nurture by Godrej Properties Ltd.,2 BHK Flat for sale in Electronic City Phase II Bangalore,90,Veer Sandra Electronic City Phase IIBangalore,991,9080,3,1,2 BHK,Bangalore,83.7
GM Sri Sai Enclave,3 BHK Flat for sale in Srinivasa Nagar Bangalore,110,Srinivasa Nagar Bangalore,1490,7380,3,0,3 BHK,Bangalore,102.3
Chitrkoot annexMalleswaram Bangalore,3 BHK Flat for sale in Malleswaram Bangalore,222,Chitrkoot annexMalleswaram Bangalore,1539,14420,3,1,3 BHK,Bangalore,206.46
Pyramid Banksia by Pyramid Ventures,2 BHK Flat for sale in Yelahanka Bangalore,70,Yelahanka Bangalore,1044,6700,3,0,2 BHK,Bangalore,65.1
Sparkle Realty The Marquise,3 BHK Flat for sale in Hulimavu Bangalore,130,Hulimavu Bangalore,1500,8670,3,0,3 BHK,Bangalore,120.9
Bhartiya city nikoo homes 2Rachenahalli ThanisandraBangalore,3 BHK Flat for sale in Thanisandra Bangalore,120,Bhartiya city nikoo homes 2Rachenahalli ThanisandraBangalore,1551,7740,3,1,3 BHK,Bangalore,111.6
Sobha Clovelly,3 BHK Flat for sale in Uttarahalli Hobli Bangalore,240,Gaundanapalya Uttarahalli HobliBangalore,2135,11240,4,1,3 BHK,Bangalore,223.2
DSMAX SANDALWOOD,3 BHK Flat for sale in Nagasandra Bangalore,85,Nagasandra Bangalore,1411,6020,3,1,3 BHK,Bangalore,79.05
Tetra Green Pride,3 BHK Flat for sale in Chokkanahalli Bangalore,85,Balaji Layout ChokkanahalliBangalore,1500,5670,3,1,3 BHK,Bangalore,79.05
DNA Iris,2 BHK Flat for sale in Whitefield Bangalore,90,Dodsworth Layout WhitefieldBangalore,1272,7080,3,1,2 BHK,Bangalore,83.7
Mythri Maiden,3 BHK Flat for sale in Somasundarapalya Bangalore,70,Somasundarapalya Bangalore,1475,4750,3,1,3 BHK,Bangalore,65.1
Genesis Eco Sphere,3 BHK Flat for sale in Electronic City Bangalore,125,Electronics City Phase 1 Electronic CityBangalore,1854,6740,3,1,3 BHK,Bangalore,116.25
Nagashetty Halli RMV Extension Stage 2Bangalore,2 BHK Flat for sale in RMV Extension Stage 2 Bangalore,110,Nagashetty Halli RMV Extension Stage 2Bangalore,1150,9560,3,1,2 BHK,Bangalore,102.3
Mallasandra Village T DasarahalliBangalore,3 BHK Flat for sale in T Dasarahalli Bangalore,86,Mallasandra Village T DasarahalliBangalore,1726,4980,3,1,3 BHK,Bangalore,79.98
Vittasandra Bangalore,5 BHK Villa for sale in Vittasandra Bangalore,130,Vittasandra Bangalore,1200,10830,3,0,5 BHK,Bangalore,120.9
Srinidhi Cintiila apartments Chiranjeevi Layout Hebbal KempapuraBangalore,3 BHK Flat for sale in Hebbal Kempapura Bangalore,90,Srinidhi Cintiila apartments Chiranjeevi Layout Hebbal KempapuraBangalore,1330,6770,3,0,3 BHK,Bangalore,83.7
Golden Bell,2 BHK Flat for sale in Jalahalli Bangalore,70,Jalahalli Village JalahalliBangalore,1064,6580,3,0,2 BHK,Bangalore,65.1
Splendor,3 BHK Flat for sale in Thanisandra Bangalore,90,P&T Layout ThanisandraBangalore,1650,5450,3,1,3 BHK,Bangalore,83.7
Crescent Crescent Magna,2 BHK Flat for sale in Hebbal Bangalore,70,Sultanpalya HebbalBangalore,1126,6220,3,0,2 BHK,Bangalore,65.1
Vikas Orchid Apartments,2 BHK Flat for sale in Hebbal Kempapura Bangalore,39,Mariyannapalya Hebbal KempapuraBangalore,825,4730,3,1,2 BHK,Bangalore,36.27
Legacy Ariston,2 BHK Flat for sale in Anantapura Bangalore,75,Anantapura Bangalore,1200,6250,3,0,2 BHK,Bangalore,69.75
Anekal Bangalore,3 BHK Villa for sale in Anekal Bangalore,70,Anekal Bangalore,2200,3180,4,1,3 BHK,Bangalore,65.1
JS Nagar Maruthi NagarBangalore,3 BHK Flat for sale in Maruthi Nagar Bangalore,110,JS Nagar Maruthi NagarBangalore,1305,8430,3,0,3 BHK,Bangalore,102.3
Sobha City,3 BHK Flat for sale in Tirumanahalli Bangalore,190,Devin Paradise Enclave TirumanahalliBangalore,1718,11060,3,1,3 BHK,Bangalore,176.7
Anekal Bangalore,2 BHK Villa for sale in Anekal Bangalore,54,Anekal Bangalore,1500,3600,3,1,2 BHK,Bangalore,50.22
V6 Golden Nest,2 BHK Flat for sale in Jnana Ganga Nagar Bangalore,70,Jnana Ganga Nagar Bangalore,1320,5300,3,1,2 BHK,Bangalore,65.1
PRINCE TOWN  Shetty Halli Jalahalli WestBangalore,3 BHK Flat for sale in Jalahalli West Bangalore,125,PRINCE TOWN  Shetty Halli Jalahalli WestBangalore,1704,7330,3,1,3 BHK,Bangalore,116.25
Bhartiya City The Loft by Bhartiya City Developers Pvt Ltd,3.5 BHK Flat for sale in Thanisandra Bangalore,140,P&T Layout ThanisandraBangalore,1917,7300,3,1,3.5 BHK,Bangalore,130.2
Harmony,3 BHK Flat for sale in Chokkanahalli Bangalore,80,Chokkanahalli Bangalore,1241,6450,3,0,3 BHK,Bangalore,74.4
Ozone Urbana Meadows by Ozone Group,2 BHK Flat for sale in Kothanur Bangalore,80,Kothanur Bangalore,953,8390,3,1,2 BHK,Bangalore,74.4
Lavyuk Elite Homes,2 BHK Flat for sale in R.K. Hegde Nagar Bangalore,52,R.K. Hegde Nagar Bangalore,1140,4560,3,1,2 BHK,Bangalore,48.36
Pavan brindavan layout Kuthaganahalli Bangalore,3 BHK Villa for sale in Kuthaganahalli Bangalore,117,Pavan brindavan layout Kuthaganahalli Bangalore,1800,6470,3,1,3 BHK,Bangalore,108.81
Shastri Enclave,3 BHK Flat for sale in Bangalore City Municipal Corporation Layout Bangalore,90,Raghuvanahalli Bangalore City Municipal Corporation LayoutBangalore,1650,5450,3,1,3 BHK,Bangalore,83.7
Provident The Tree by Provident Housing Limited,2 BHK Flat for sale in Harohalli Bangalore,59,Harohalli Bangalore,1116,5290,3,0,2 BHK,Bangalore,54.87
Provident The Tree by Provident Housing Limited,2 BHK Flat for sale in Harohalli Bangalore,59,Harohalli Bangalore,1116,5290,3,1,2 BHK,Bangalore,54.87
Lotus Krest Phase I,2 BHK Flat for sale in Brookefield Bangalore,70,EPIP Zone BrookefieldBangalore,1372,5100,3,0,2 BHK,Bangalore,65.1
Chikkalasandra Bangalore,3 BHK Villa for sale in Chikkalasandra Bangalore,180,Chikkalasandra Bangalore,1200,15000,3,0,3 BHK,Bangalore,167.4
Baldota Spring Woods,3 BHK Flat for sale in Kempe Gowda Nagar Bangalore,87,Kempe Gowda Nagar Bangalore,1540,5700,3,1,3 BHK,Bangalore,80.91
Sowparnika Swastika,3 BHK Flat for sale in Bidaraguppe Bangalore,55,Bidaraguppe Bangalore,1464,3760,3,0,3 BHK,Bangalore,51.15
Sai Purvi Symphony,2 BHK Flat for sale in Thippasandra Bangalore,79,Thippasandra Bangalore,1330,5940,3,0,2 BHK,Bangalore,73.47
affinity Nagavara Village NagavaraBangalore,2 BHK Flat for sale in Nagavara Bangalore,85,affinity Nagavara Village NagavaraBangalore,1075,7910,3,1,2 BHK,Bangalore,79.05
affinityNagavara Village NagavaraBangalore,2 BHK Flat for sale in Nagavara Bangalore,84,affinityNagavara Village NagavaraBangalore,1000,8400,3,0,2 BHK,Bangalore,78.12
Dsmax Sherwood by DS-MAX Properties Private Limited,2 BHK Flat for sale in Gunjur Bangalore,55,Gunjur Bangalore,1190,4620,3,0,2 BHK,Bangalore,51.15
ChandapuraDommasandra Bangalore,3 BHK Villa for sale in Dommasandra Bangalore,110,ChandapuraDommasandra Bangalore,2162,5090,4,1,3 BHK,Bangalore,102.3
Friends Paradise,2 BHK Flat for sale in Sahakara Nagar Bangalore,75,Sahakara Nagar Bangalore,1225,6120,3,1,2 BHK,Bangalore,69.75
Lakevista,2 BHK Flat for sale in Begur Bangalore,60,Begur Bangalore,1300,4620,3,0,2 BHK,Bangalore,55.8
The Commune,2 BHK Flat for sale in Marsur Bangalore,45,Marsur Bangalore,1050,4290,3,1,2 BHK,Bangalore,41.85
The Commune,2 BHK Flat for sale in Marsur Bangalore,45,Marsur Bangalore,1050,4290,3,0,2 BHK,Bangalore,41.85
Sathya Sathya Sai Paradise,2 BHK Flat for sale in Bhoganhalli Bangalore,85,Bhoganhalli Bangalore,1100,7730,3,0,2 BHK,Bangalore,79.05
5th Stage RR NagarBangalore,5 BHK Villa for sale in RR Nagar Bangalore,430,5th Stage RR NagarBangalore,5800,7410,5,1,5 BHK,Bangalore,399.9
Century Celeste,3 BHK Flat for sale in Nehru Nagar Bangalore,110,Nehru Nagar Bangalore,1775,6200,3,1,3 BHK,Bangalore,102.3
Sowparnika Tharangini,2 BHK Flat for sale in Ittangur Bangalore,52,Ittangur Bangalore,949,5480,3,1,2 BHK,Bangalore,48.36
krishnarajapuHampapura Bangalore,3 BHK Flat for sale in Hampapura Bangalore,45,krishnarajapuHampapura Bangalore,1050,4290,3,1,3 BHK,Bangalore,41.85
Akshayanagara East AkshayanagarBangalore,3 BHK Villa for sale in Akshayanagar Bangalore,250,Akshayanagara East AkshayanagarBangalore,4000,6250,5,1,3 BHK,Bangalore,232.5
Fortuna Blue Wings,2 BHK Flat for sale in Vibhutipura Bangalore,73,Vibhutipura Bangalore,1090,6700,3,0,2 BHK,Bangalore,67.89
Shell North Gate,2 BHK Flat for sale in Narayanapura Bangalore,88,Narayanapura Bangalore,1215,7240,3,1,2 BHK,Bangalore,81.84
Pristine Reliable Green Fields by Pristine Builders,3 BHK Flat for sale in Kudlu Bangalore,68,Kudlu Bangalore,1453,4680,3,1,3 BHK,Bangalore,63.24
