Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City
Tirupati Balaji Nisarg,1 RK Flat for sale in Wagholi Pune,7,Wagholi Pune,280,2500,1,0,1 RK,Pune
Sahil HeightsFursungi Pune,1 BHK Flat for sale in Fursungi Pune,15,Sahil HeightsFursungi Pune,550,2730,2,1,1 BHK,Pune
Shree Laxmi Apartment Mahadev Nagar DhayariPune,2 BHK Flat for sale in Dhayari Pune,36,Shree Laxmi Apartment Mahadev Nagar DhayariPune,740,4860,2,0,2 BHK,Pune
Tranquil Park Shivnagar Chirke Colony LohegaonPune,2 BHK Flat for sale in Lohegaon Pune,55,Tranquil Park Shivnagar Chirke Colony LohegaonPune,940,5850,3,0,2 BHK,Pune
Amber ApartmentsBaner Pune,2 BHK Flat for sale in Baner Pune,95,Amber ApartmentsBaner Pune,1040,9130,3,0,2 BHK,Pune
Amber ApartmentsBaner Pune,2 BHK Flat for sale in Baner Pune,95,Amber ApartmentsBaner Pune,1040,9130,3,1,2 BHK,Pune
Ganesh Plaza,2 BHK Flat for sale in Narhe Pune,45,Narhe Pune,890,5060,3,1,2 BHK,Pune
Gaurav A Housing Society Indira Nagar DhanoriPune,2 BHK Flat for sale in Dhanori Pune,34,Gaurav A Housing Society Indira Nagar DhanoriPune,850,4000,3,1,2 BHK,Pune
dagdu patil nagar Shinde REsidenvyPower Nagar ThergaonPune,1 BHK Flat for sale in Thergaon Pune,23,dagdu patil nagar Shinde REsidenvyPower Nagar ThergaonPune,487,4720,2,0,1 BHK,Pune
Maharashtra Vidhyut Department Quarters FursungiPune,1 BHK Flat for sale in Fursungi Pune,25,Maharashtra Vidhyut Department Quarters FursungiPune,600,4170,2,1,1 BHK,Pune
A Square Janki Pride,1 BHK Flat for sale in Talegaon Dabhade Pune,23,Yashwant Nagar Talegaon DabhadePune,593,3880,2,0,1 BHK,Pune
Baner Pune,2 BHK Independent House for sale in Baner Pune,83,Baner Pune,1050,7900,3,0,2 BHK,Pune
Shivnagar Chirke Colony LohegaonPune,4 BHK Flat for sale in Lohegaon Pune,165,Shivnagar Chirke Colony LohegaonPune,2570,6420,4,1,4 BHK,Pune
Shani Nagar Ambegaon BudrukPune,1 BHK Independent House for sale in Ambegaon Budruk Pune,48,Shani Nagar Ambegaon BudrukPune,700,6860,2,1,1 BHK,Pune
mont vert vistaUravade PirangutPune,2 BHK Flat for sale in Pirangut Pune,48,mont vert vistaUravade PirangutPune,991,4840,3,1,2 BHK,Pune
KUL Utsav,1 RK Flat for sale in Kondhwa Pune,20,Tyni Audyogic Wasahat KondhwaPune,427,4800,2,0,1 RK,Pune
Tanish Srushti,1 BHK Flat for sale in Alandi Pune,25,Alandi Pune,600,4170,2,0,1 BHK,Pune
Dnyanada parkChakan Pune,1 BHK Flat for sale in Chakan Pune,22,Dnyanada parkChakan Pune,900,2440,3,1,1 BHK,Pune
Yadgar Golden Nest,2 BHK Flat for sale in Baramati Pune,35,Baramati Pune,910,3850,3,0,2 BHK,Pune
Ambegaon Bk Pune,2 BHK Flat for sale in Ambegaon Bk Pune,30,Ambegaon Bk Pune,660,4540,2,1,2 BHK,Pune
Charholi Budruk Pune,1 BHK Flat for sale in Charholi Budruk Pune,16,Charholi Budruk Pune,500,3200,2,0,1 BHK,Pune
Sara Sara City Phase 4,1 BHK Flat for sale in Chakan Pune,12,Chakan Pune,465,2580,2,1,1 BHK,Pune
Mahalaxmi complex mahadev nagar Dhayari Mahadev Nagar DhayariPune,1 BHK Flat for sale in Dhayari Pune,24,Mahalaxmi complex mahadev nagar Dhayari Mahadev Nagar DhayariPune,624,3850,2,1,1 BHK,Pune
Jagdish Agashe Sheetal Baug Society,1 BHK Flat for sale in Bhosari Pune,30,Sector No. 3 BhosariPune,545,5500,2,0,1 BHK,Pune
Radha Krishna Apartment,4 BHK Flat for sale in Shaniwar Peth Pune,225,Shaniwar Peth Pune,3000,7500,4,1,4 BHK,Pune
Raviraj Yellow Blossoms,3 BHK Flat for sale in Karve Nagar Pune,100,Hingane Home Colony Karve NagarPune,1340,7460,3,1,3 BHK,Pune
Dwarka Sun Crest Phase II,2 BHK Flat for sale in Pimple Saudagar Pune,80,Rambagh Colony Pimple SaudagarPune,950,8420,3,1,2 BHK,Pune
Swapna Nagari,2 BHK Flat for sale in Saswad Pune,35,Saswad Pune,922,3850,3,0,2 BHK,Pune
RKH Blessings B And C Building,2 BHK Villa for sale in Moshi Pune,87,MIDC MoshiPune,1200,7250,3,1,2 BHK,Pune
Ambegaon Pune,1 BHK Flat for sale in Ambegaon Pune,30,Ambegaon Pune,525,5710,2,0,1 BHK,Pune
manubai niwas CHSJunnar Pune,1 BHK Flat for sale in Junnar Pune,30,manubai niwas CHSJunnar Pune,675,4440,2,0,1 BHK,Pune
Prabhag 36 ErandwanePune,2 BHK Independent House for sale in Erandwane Pune,115,Prabhag 36 ErandwanePune,675,17040,2,0,2 BHK,Pune
Shinde heightsFursungi Pune,2 BHK Flat for sale in Fursungi Pune,30,Shinde heightsFursungi Pune,860,3490,3,0,2 BHK,Pune
Sara CityChakan Pune,1 BHK Flat for sale in Chakan Pune,22,Sara CityChakan Pune,595,3700,2,1,1 BHK,Pune
Phugewadi DapodiPune,2 BHK Flat for sale in Dapodi Pune,32,Phugewadi DapodiPune,585,5470,2,0,2 BHK,Pune
Shree Yash ApartmentsVidyanagar DhanoriPune,1 BHK Flat for sale in Dhanori Pune,25,Shree Yash ApartmentsVidyanagar DhanoriPune,525,4760,2,1,1 BHK,Pune
Sara CityChakan Pune,1 BHK Flat for sale in Chakan Pune,22,Sara CityChakan Pune,600,3670,2,0,1 BHK,Pune
Baner Pune,1 BHK Flat for sale in Baner Pune,47,Baner Pune,610,7700,2,1,1 BHK,Pune
Shree Yash ApartmentsVidyanagar DhanoriPune,1 BHK Flat for sale in Dhanori Pune,25,Shree Yash ApartmentsVidyanagar DhanoriPune,525,4760,2,0,1 BHK,Pune
Sainath Colony Old SangviPune,1 BHK Flat for sale in Old Sangvi Pune,46,Sainath Colony Old SangviPune,605,7600,2,1,1 BHK,Pune
Sangam Apartment,2 BHK Flat for sale in Kashewadi Pune,40,Kashewadi Pune,800,5000,6,0,2 BHK,Pune
Rajgad colony Gayatri apartment Somdas Colony RahataniPune,1 BHK Flat for sale in Rahatani Pune,26,Rajgad colony Gayatri apartment Somdas Colony RahataniPune,400,6500,2,1,1 BHK,Pune
Ganeshpuram SocietyTrishul Housing Society SaswadPune,2 BHK Flat for sale in Saswad Pune,23,Ganeshpuram SocietyTrishul Housing Society SaswadPune,750,3070,2,0,2 BHK,Pune
Sangam Apartment,1 BHK Flat for sale in Kashewadi Pune,30,Kashewadi Pune,600,5000,2,1,1 BHK,Pune
Paramount Eros,2 BHK Flat for sale in Katraj Pune,55,Katrajnagar KatrajPune,750,7330,2,0,2 BHK,Pune
Jaideep ParkSector No. 3 BhosariPune,1 BHK Flat for sale in Bhosari Pune,31,Jaideep ParkSector No. 3 BhosariPune,618,5020,2,1,1 BHK,Pune
River Residency,1 BHK Flat for sale in Chikhali Pune,30,Jadhav Wadi ChikhaliPune,577,5200,2,1,1 BHK,Pune
Ayodhyanagari Rajgurunagar Pune,2 BHK Flat for sale in Rajgurunagar Pune,19,Ayodhyanagari Rajgurunagar Pune,850,2230,3,1,2 BHK,Pune
Suvidha Nisarg,1 BHK Flat for sale in Khed Shivapur Pune,23,Khed Shivapur Pune,685,3360,2,0,1 BHK,Pune
Chakan Pune,1 BHK Independent House for sale in Chakan Pune,13,Chakan Pune,450,2890,2,1,1 BHK,Pune
Chakan Pune,1 BHK Independent House for sale in Chakan Pune,13,Chakan Pune,450,2890,2,0,1 BHK,Pune
Grandview7 Shani Nagar Ambegaon BudrukPune,1 BHK Flat for sale in Ambegaon Budruk Pune,40,Grandview7 Shani Nagar Ambegaon BudrukPune,640,6250,2,0,1 BHK,Pune
Krishna Kunj Apartment,2 BHK Flat for sale in Pimple Gurav Pune,35,Netaji Nagar Pimple GuravPune,750,4670,2,0,2 BHK,Pune
B G SVetal Nagar HadapsarPune,1 BHK Flat for sale in Hadapsar Pune,14,B G SVetal Nagar HadapsarPune,450,3110,2,0,1 BHK,Pune
Bhupali ApartmentsTanaji Nagar Ambegaon PatharPune,2 BHK Flat for sale in Ambegaon Pathar Pune,30,Bhupali ApartmentsTanaji Nagar Ambegaon PatharPune,900,3330,3,1,2 BHK,Pune
Khadki Pune,5 BHK Independent House for sale in Khadki Pune,2500,Khadki Pune,6500,38460,3,1,5 BHK,Pune
Ranjangaon Pune,1 BHK Independent House for sale in Ranjangaon Pune,15,Ranjangaon Pune,640,2340,2,0,1 BHK,Pune
Uruli Devachi Pune,3 BHK Independent House for sale in Uruli Devachi Pune,55,Uruli Devachi Pune,1500,3670,3,1,3 BHK,Pune
Maple Aapla Ghar Shikrapur,1 BHK Independent House for sale in Shikrapur Pune,15,Shikrapur Pune,666,2250,2,0,1 BHK,Pune
Saffron Gatha Aarambh,1 BHK Flat for sale in Dehu Pune,31,Dehu Pune,600,5170,2,0,1 BHK,Pune
A K Surana Kamaldeep Gardens,1 BHK Flat for sale in Kondhwa Pune,19,Kondhwa Pune,540,3520,2,1,1 BHK,Pune
Sheth Silver Park Society by Ashwin Sheth Group,2 BHK Flat for sale in Ambegaon Pune,30,Ambegaon Pune,900,3330,3,0,2 BHK,Pune
Life villeKalajewadi Charholi BudrukPune,1 BHK Flat for sale in Charholi Budruk Pune,27,Life villeKalajewadi Charholi BudrukPune,500,5400,2,1,1 BHK,Pune
Om sai buildingRam Nagar Pimple GuravPune,2 BHK Flat for sale in Pimple Gurav Pune,35,Om sai buildingRam Nagar Pimple GuravPune,800,4380,3,1,2 BHK,Pune
Shaan Court,2 BHK Flat for sale in Gultekdi Pune,175,Market Yard GultekdiPune,1400,12500,3,0,2 BHK,Pune
ViharAdarsh Nagar KalewadiPune,1 BHK Flat for sale in Kalewadi Pune,43,ViharAdarsh Nagar KalewadiPune,644,6680,2,1,1 BHK,Pune
Xrbia,3 BHK Flat for sale in Nerhe Pune,27,Nerhe Pune,750,3600,2,1,3 BHK,Pune
Malegaon Budruk Pune,2 BHK Flat for sale in Malegaon Budruk Pune,78,Malegaon Budruk Pune,1070,7290,3,1,2 BHK,Pune
Calyx Vanalika,1 BHK Flat for sale in Pirangut Pune,20,Pirangut Pune,580,3450,2,1,1 BHK,Pune
Hinjewadi Phase 2 Hinjewadi Phase 3Pune,1 BHK Flat for sale in Hinjewadi Phase 3 Pune,17,Hinjewadi Phase 2 Hinjewadi Phase 3Pune,500,3400,2,1,1 BHK,Pune
Sangam Nagar Old SangviPune,1 RK Flat for sale in Old Sangvi Pune,18,Sangam Nagar Old SangviPune,400,4660,2,0,1 RK,Pune
Saarrthi Sinclair,1 BHK Flat for sale in Warje Malwadi Pune,56,Warje Malwadi Pune,874,6410,3,0,1 BHK,Pune
Sainikwadi Wadgaon SheriPune,3 BHK Independent House for sale in Wadgaon Sheri Pune,65,Sainikwadi Wadgaon SheriPune,15000,433000,1,1,3 BHK,Pune
Uday Glorious Park,1 BHK Flat for sale in Nigdi Pune,40,Gurudwara Colony NigdiPune,700,5710,2,0,1 BHK,Pune
Yerawada Pune,1 BHK Independent House for sale in Yerawada Pune,40,Yerawada Pune,950,4210,3,1,1 BHK,Pune
Talegaon Dabhade Pune,2 BHK Flat for sale in Talegaon Dabhade Pune,29,Talegaon Dabhade Pune,810,3580,3,0,2 BHK,Pune
Playtor RajgurunagarChakan Pune,1.5 BHK Flat for sale in Chakan Pune,18,Playtor RajgurunagarChakan Pune,410,4390,2,1,1.5 BHK,Pune
Playtor RajgurunagarChakan Pune,1.5 BHK Flat for sale in Chakan Pune,18,Playtor RajgurunagarChakan Pune,410,4390,2,0,1.5 BHK,Pune
Bupali Apartment,2 BHK Flat for sale in Ambegaon Budruk Pune,30,Ambegaon Budruk Pune,900,3330,3,1,2 BHK,Pune
Neture blessing society Gorhe Bk. Pune,2 BHK Flat for sale in Gorhe Bk. Pune,35,Neture blessing society Gorhe Bk. Pune,980,3570,3,0,2 BHK,Pune
Shiv AapartmentHindustan Antibiotics Colony PimpriPune,1 BHK Flat for sale in Pimpri Pune,24,Shiv AapartmentHindustan Antibiotics Colony PimpriPune,510,4710,2,1,1 BHK,Pune
sonigari viharNandadeep Colony KalewadiPune,1 BHK Flat for sale in Kalewadi Pune,45,sonigari viharNandadeep Colony KalewadiPune,670,6720,2,0,1 BHK,Pune
MD Global Heights,1 BHK Flat for sale in Charholi Budruk Pune,33,Charholi Budruk Pune,628,5250,2,0,1 BHK,Pune
rudra villa Bhilarewadi Pune,1 BHK Flat for sale in Bhilarewadi Pune,16,rudra villa Bhilarewadi Pune,450,3560,2,0,1 BHK,Pune
Kolte Patil Life Republic Sector R3 3rd Avenue,1 BHK Flat for sale in Marunji Pune,39,Marunji Pune,610,6390,2,1,1 BHK,Pune
KrushnaviharTanaji Nagar Ambegaon PatharPune,1 BHK Flat for sale in Ambegaon Pathar Pune,25,KrushnaviharTanaji Nagar Ambegaon PatharPune,530,4720,2,0,1 BHK,Pune
Unnatinagar HadapsarPune,1 RK Independent House for sale in Hadapsar Pune,17,Unnatinagar HadapsarPune,500,3400,2,1,1 RK,Pune
Balaji Casa Height,1 BHK Flat for sale in Marunji Pune,30,Marunji Pune,550,5450,2,0,1 BHK,Pune
Orchid Emerald,2 BHK Flat for sale in Spine Road Pune,95,District Center Spine RoadPune,945,10050,3,0,2 BHK,Pune
Subhash Nagar Shukrawar PethPune,2 BHK Flat for sale in Shukrawar Peth Pune,55,Subhash Nagar Shukrawar PethPune,720,7640,2,1,2 BHK,Pune
Vishnu ViharRaghav Nagar Ambegaon PatharPune,2 BHK Flat for sale in Ambegaon Pathar Pune,35,Vishnu ViharRaghav Nagar Ambegaon PatharPune,1500,2330,3,0,2 BHK,Pune
Wagholi Pune,2 BHK Independent House for sale in Wagholi Pune,25,Wagholi Pune,425,5880,2,1,2 BHK,Pune
Tanaji Nagar Ambegaon PatharPune,1 BHK Flat for sale in Ambegaon Pathar Pune,28,Tanaji Nagar Ambegaon PatharPune,591,4740,2,0,1 BHK,Pune
Rameshwar Yashobhoomi,2 BHK Flat for sale in Pimpri Pune,42,Hindustan Antibiotics Colony PimpriPune,838,5010,3,0,2 BHK,Pune
Ramya Nagari BibwewadiPune,1 RK Independent House for sale in Bibwewadi Pune,14,Ramya Nagari BibwewadiPune,300,4670,1,1,1 RK,Pune
Shubham Siddhi,1 BHK Flat for sale in Talegaon Dabhade Pune,27,Swaraj Nagari Talegaon DabhadePune,600,4500,2,0,1 BHK,Pune
Chandrabhaga Nagar DhankawadiPune,7 BHK Independent House for sale in Dhankawadi Pune,135,Chandrabhaga Nagar DhankawadiPune,2600,5190,4,1,7 BHK,Pune
Talegaon Dabhade Pune,1 BHK Flat for sale in Talegaon Dabhade Pune,21,Talegaon Dabhade Pune,560,3750,2,0,1 BHK,Pune
Daya Apartment,1 BHK Flat for sale in Akurdi Pune,21,Ganga Nagar AkurdiPune,420,5000,2,0,1 BHK,Pune
Kondhwa Pune,1 RK Flat for sale in Kondhwa Pune,19,Kondhwa Pune,400,4750,2,1,1 RK,Pune
Alandi Pune,1 BHK Flat for sale in Alandi Pune,27,Alandi Pune,620,4350,2,1,1 BHK,Pune
Daya Apartment,1 BHK Flat for sale in Akurdi Pune,22,Dattawadi AkurdiPune,420,5240,2,0,1 BHK,Pune
Alandi Pune,2 BHK Flat for sale in Alandi Pune,28,Alandi Pune,750,3730,2,0,2 BHK,Pune
Nirman Nadbramha Society,1 RK Flat for sale in Warje Pune,15,Chaitanya Nagari WarjePune,300,5000,1,1,1 RK,Pune
DS Atulya Park Royale,1 BHK Flat for sale in Dighi Pune,36,Dighi Pune,613,5870,2,0,1 BHK,Pune
Shree Gurudatta Sai Siddhi Heights,1 BHK Independent House for sale in Talegaon Dabhade Pune,28,Yashwant Nagar Talegaon DabhadePune,440,6360,2,1,1 BHK,Pune
Hari Vijay Society,1 RK Flat for sale in Parvati Darshan Pune,25,Parvati Darshan Pune,350,7140,1,0,1 RK,Pune
Aashiyana HeightsYewalewadi Pune,1 BHK Flat for sale in Yewalewadi Pune,13,Aashiyana HeightsYewalewadi Pune,450,2890,2,1,1 BHK,Pune
Katrajnagar KatrajPune,1 BHK Independent House for sale in Katraj Pune,16,Katrajnagar KatrajPune,500,3200,2,1,1 BHK,Pune
SRPF WanowriePune,3.5 BHK Independent House for sale in Wanowrie Pune,390,SRPF WanowriePune,4020,9700,5,1,3.5 BHK,Pune
Sphurti ViharTanaji Nagar Ambegaon PatharPune,2 BHK Flat for sale in Ambegaon Pathar Pune,29,Sphurti ViharTanaji Nagar Ambegaon PatharPune,672,4320,2,1,2 BHK,Pune
Harikrupa buildingGuruwar Peth Pune,1 BHK Flat for sale in Guruwar Peth Pune,40,Harikrupa buildingGuruwar Peth Pune,850,4710,3,1,1 BHK,Pune
Krishan Vihar,1 BHK Flat for sale in Mundhwa Pune,25,Jadhav Nagar MundhwaPune,600,4170,2,1,1 BHK,Pune
Neeti Heritage,1 BHK Flat for sale in Pirangut Pune,33,Pirangut Pune,689,4860,2,1,1 BHK,Pune
Warje Malwadi Pune,6 BHK Independent House for sale in Warje Malwadi Pune,135,Warje Malwadi Pune,1050,12860,3,1,6 BHK,Pune
Shriyash Garden Apartment,1 BHK Flat for sale in Dhankawadi Pune,16,Mohan Nagar DhankawadiPune,525,3050,2,0,1 BHK,Pune
Raikar Shree Laxmi Vrindavan,1 BHK Flat for sale in Dhayari Pune,27,Mahadev Nagar DhayariPune,635,4330,2,0,1 BHK,Pune
Perugate Sadashiv PethPune,1 RK Flat for sale in Sadashiv Peth Pune,20,Perugate Sadashiv PethPune,300,6670,1,1,1 RK,Pune
Sahyog Nagar ChikhaliPune,4 BHK Independent House for sale in Chikhali Pune,85,Sahyog Nagar ChikhaliPune,1000,8500,3,1,4 BHK,Pune
Mahalaxmi Heights,1 BHK Flat for sale in Bhosari Pune,35,Sector No. 3 BhosariPune,575,6090,2,0,1 BHK,Pune
Mahalaxmi Heights,1 BHK Flat for sale in Bhosari Pune,40,Sector No. 3 BhosariPune,565,7080,2,1,1 BHK,Pune
Fursungi Pune,1.5 BHK Independent House for sale in Fursungi Pune,40,Fursungi Pune,700,5710,2,0,1.5 BHK,Pune
Yewalewadi Pune,1 RK Independent House for sale in Yewalewadi Pune,20,Yewalewadi Pune,208,9620,1,0,1 RK,Pune
HYC RDhanori Pune,2 BHK Flat for sale in Dhanori Pune,63,HYC RDhanori Pune,1016,6200,3,0,2 BHK,Pune
Tanish Unnati,1 BHK Flat for sale in Charholi Kurd Pune,20,Charholi Kurd Pune,545,3670,2,1,1 BHK,Pune
MP Residency,2 BHK Flat for sale in Marunji Pune,60,Marunji Pune,1230,4880,3,1,2 BHK,Pune
Kanhe Pune,2 BHK Independent House for sale in Kanhe Pune,35,Kanhe Pune,1460,2400,3,1,2 BHK,Pune
Sindhi Colony AundhPune,5 BHK Independent House for sale in Aundh Pune,500,Sindhi Colony AundhPune,3229,15480,2,1,5 BHK,Pune
Kanhe Pune,2 BHK Villa for sale in Kanhe Pune,35,Kanhe Pune,1460,2400,3,0,2 BHK,Pune
Rajni Corner Apartment,1 BHK Flat for sale in Dhankawadi Pune,30,Vivek Nagar DhankawadiPune,550,5450,2,1,1 BHK,Pune
Kohinoor Latis,3 BHK Flat for sale in Talegaon Dabhade Pune,60,Swaraj Nagari Talegaon DabhadePune,1290,4650,3,0,3 BHK,Pune
Rakshak Nagar KharadiPune,10 BHK Independent House for sale in Kharadi Pune,220,Rakshak Nagar KharadiPune,1250,17600,3,1,10 BHK,Pune
Sadashiv buildingBibwewadi Pune,1 RK Flat for sale in Bibwewadi Pune,20,Sadashiv buildingBibwewadi Pune,400,5000,2,1,1 RK,Pune
Kohinoor Begonia,2 BHK Flat for sale in Talegaon Dabhade Pune,25,Talegaon Dabhade Pune,775,3230,2,0,2 BHK,Pune
Gandhi Bafna Ayaan A Wing,1 RK Flat for sale in Mohammed Wadi Pune,45,Nyati County Mohammed WadiPune,738,6100,2,1,1 RK,Pune
Siddhivinayak Viision Woods,2 BHK Flat for sale in Jambhul Pune,21,Jambhul Pune,639,3290,2,1,2 BHK,Pune
Jagdish Agashe Sheetal Baug Society,1 BHK Flat for sale in Bhosari Pune,30,Sector No. 3 BhosariPune,545,5500,2,1,1 BHK,Pune
Vetal Nagar HadapsarPune,1 BHK Independent House for sale in Hadapsar Pune,28,Vetal Nagar HadapsarPune,840,3430,3,0,1 BHK,Pune
NET VIEW Katrajnagar KatrajPune,2 BHK Flat for sale in Katraj Pune,32,NET VIEW Katrajnagar KatrajPune,630,5080,2,0,2 BHK,Pune
Sanskar Park,1 BHK Flat for sale in Kalewadi Pune,35,Nandadeep Colony KalewadiPune,600,5830,2,1,1 BHK,Pune
Varale Pune,1 BHK Flat for sale in Varale Pune,25,Varale Pune,603,4140,2,0,1 BHK,Pune
Shree Krishna Nagar WadarvadiPune,1 BHK Flat for sale in Wadarvadi Pune,14,Shree Krishna Nagar WadarvadiPune,460,3040,2,1,1 BHK,Pune
Ustav,2 BHK Flat for sale in Kirkatwadi Pune,42,Bhairavnath Nagar KirkatwadiPune,1080,3890,3,0,2 BHK,Pune
Siddhivinayak Phase I Vision City,4 BHK Flat for sale in Talegaon Dabhade Pune,63,Yashwant Nagar Talegaon DabhadePune,1750,3600,3,1,4 BHK,Pune
DHARMATMA Apartments Nandadeep Colony KalewadiPune,1 BHK Flat for sale in Kalewadi Pune,22,DHARMATMA Apartments Nandadeep Colony KalewadiPune,900,2440,3,0,1 BHK,Pune
E BuildingPimpri Pune,1 BHK Flat for sale in Pimpri Pune,40,E BuildingPimpri Pune,547,7310,2,1,1 BHK,Pune
Shani Nagar Ambegaon BudrukPune,6 BHK Independent House for sale in Ambegaon Budruk Pune,55,Shani Nagar Ambegaon BudrukPune,1125,4890,3,1,6 BHK,Pune
Laxmi park 2Kondhawe-Dhawade Pune,1 BHK Flat for sale in Kondhawe-Dhawade Pune,25,Laxmi park 2Kondhawe-Dhawade Pune,560,4460,2,0,1 BHK,Pune
Aishwarya AanganChakan Pune,2 BHK Flat for sale in Chakan Pune,32,Aishwarya AanganChakan Pune,865,3700,3,0,2 BHK,Pune
Sarvesh Nakshtra Angan,3 BHK Flat for sale in Pirangut Pune,70,Pirangut Pune,1260,5550,3,0,3 BHK,Pune
Daund Pune,2 BHK Independent House for sale in Daund Pune,26,Daund Pune,668,3890,2,0,2 BHK,Pune
Narveer Tanaji Wadi Shivaji NagarPune,1 BHK Flat for sale in Shivaji Nagar Pune,95,Narveer Tanaji Wadi Shivaji NagarPune,500,19000,2,0,1 BHK,Pune
Koregaon Park Pune,5 BHK Independent House for sale in Koregaon Park Pune,110,Koregaon Park Pune,1100,10000,3,0,5 BHK,Pune
Hindustan Antibiotics Colony PimpriPune,4 BHK Independent House for sale in Pimpri Pune,90,Hindustan Antibiotics Colony PimpriPune,1100,8180,3,1,4 BHK,Pune
Pawana Nagar RahataniPune,4 BHK Independent House for sale in Rahatani Pune,315,Pawana Nagar RahataniPune,2500,12600,4,1,4 BHK,Pune
Mist Air,2 BHK Flat for sale in Gorhe Bk. Pune,35,Gorhe Bk. Pune,750,4670,2,0,2 BHK,Pune
Pawana Nagar RahataniPune,4 BHK Independent House for sale in Rahatani Pune,415,Pawana Nagar RahataniPune,3200,12970,5,1,4 BHK,Pune
Vitthal Vihar Brahman Ali SaswadSopan Nagar SaswadPune,1 BHK Flat for sale in Saswad Pune,22,Vitthal Vihar Brahman Ali SaswadSopan Nagar SaswadPune,645,3410,2,1,1 BHK,Pune
ChandranganTanaji Nagar Ambegaon PatharPune,1 BHK Flat for sale in Ambegaon Pathar Pune,16,ChandranganTanaji Nagar Ambegaon PatharPune,500,3200,2,1,1 BHK,Pune
DropadaKondhawe-Dhawade Pune,1 BHK Flat for sale in Kondhawe-Dhawade Pune,29,DropadaKondhawe-Dhawade Pune,639,4620,2,0,1 BHK,Pune
Pass Madhuban,1 RK Flat for sale in Alandi Pune,20,Dhyarkar Wadi AlandiPune,479,4170,2,1,1 RK,Pune
Jadhav Nagar Vadgaon BudrukPune,1 RK Flat for sale in Vadgaon Budruk Pune,17,Jadhav Nagar Vadgaon BudrukPune,230,7610,1,0,1 RK,Pune
Hindustan Antibiotics Colony PimpriPune,3.5 BHK Independent House for sale in Pimpri Pune,105,Hindustan Antibiotics Colony PimpriPune,2000,5250,3,1,3.5 BHK,Pune
Nerhe Pune,2 BHK Independent House for sale in Nerhe Pune,75,Nerhe Pune,980,7650,3,0,2 BHK,Pune
Dropada Kondhawe-Dhawade Pune,2 BHK Flat for sale in Kondhawe-Dhawade Pune,30,Dropada Kondhawe-Dhawade Pune,639,4690,2,1,2 BHK,Pune
Chakan Pune,1 RK Flat for sale in Chakan Pune,20,Chakan Pune,615,3250,2,1,1 RK,Pune
Chakan Pune,1 RK Flat for sale in Chakan Pune,15,Chakan Pune,448,3350,2,1,1 RK,Pune
Sahara Pearl,1 BHK Flat for sale in Saswad Pune,25,Saswad Pune,635,3940,2,0,1 BHK,Pune
Aapla Ghar RanjangaonRanjangaon Pune,1 BHK Flat for sale in Ranjangaon Pune,15,Aapla Ghar RanjangaonRanjangaon Pune,434,3460,2,0,1 BHK,Pune
Balewadi Pune,4 BHK Independent House for sale in Balewadi Pune,4020,Balewadi Pune,1931,2080,3,1,4 BHK,Pune
galaxy avenueHindustan Antibiotics Colony PimpriPune,2 BHK Flat for sale in Pimpri Pune,50,galaxy avenueHindustan Antibiotics Colony PimpriPune,1012,4940,3,1,2 BHK,Pune
Shivratna Image,1 RK Flat for sale in Dhayari Pune,15,Benkar Nagar DhayariPune,330,4540,1,1,1 RK,Pune
DS Sarita Sangam,1 BHK Flat for sale in Kasarwadi Pune,50,Shastri Nagar KasarwadiPune,703,7110,2,0,1 BHK,Pune
Sara CityChakan Pune,2 BHK Flat for sale in Chakan Pune,25,Sara CityChakan Pune,800,3130,5,0,2 BHK,Pune
Mountbatan Camp Pune,1 RK Flat for sale in Mountbatan Camp Pune,18,Mountbatan Camp Pune,495,3640,2,1,1 RK,Pune
Gurudev datt heightsUruli Devachi Pune,1 BHK Flat for sale in Uruli Devachi Pune,15,Gurudev datt heightsUruli Devachi Pune,500,3000,2,0,1 BHK,Pune
Vighnaharta hightsKolhewadi Pune,1 BHK Flat for sale in Kolhewadi Pune,20,Vighnaharta hightsKolhewadi Pune,500,4000,2,1,1 BHK,Pune
Khadakwasla Pune,3 BHK Independent House for sale in Khadakwasla Pune,125,Khadakwasla Pune,2750,4540,4,1,3 BHK,Pune
Dajikaka Gadgil Anant Shrishti,3 BHK Flat for sale in Jambhul Pune,45,Jambhul Pune,978,4600,3,0,3 BHK,Pune
Tanish Bhakti,1 BHK Flat for sale in Charholi Kurd Pune,22,Charholi Kurd Pune,500,4400,2,1,1 BHK,Pune
Sai ShaktiVighnaharta Nagar KatrajPune,1 RK Flat for sale in Katraj Pune,13,Sai ShaktiVighnaharta Nagar KatrajPune,365,3640,1,1,1 RK,Pune
Xrbia Hinjewadi Road Riverfront Ph 1,1 BHK Flat for sale in Bebadohal Pune,1,Bebadohal Pune,390,256000,1,1,1 BHK,Pune
Aapla GharRanjangaon Pune,1 BHK Flat for sale in Ranjangaon Pune,14,Aapla GharRanjangaon Pune,434,3230,2,0,1 BHK,Pune
Uruli Kanchan Pune,2 BHK Flat for sale in Uruli Kanchan Pune,35,Uruli Kanchan Pune,965,3630,3,0,2 BHK,Pune
Hindustan Antibiotics Colony PimpriPune,8 BHK Independent House for sale in Pimpri Pune,90,Hindustan Antibiotics Colony PimpriPune,550,16360,2,0,8 BHK,Pune
